id,title,overview,popularity,poster,genre_ids,vote_avg,keywords
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",0.12561263984484397,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,"[878, 28, 12]",0.7905000000000001,"['new york city', 'superhero', 'shield', 'based on comic', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']"
252969,Secret Pleasures,"An attractive woman detective, expert in cases of conjugal infidelity is hired by a mysterious millionaire, unaware that she will get involved in a feverish love triangle to gather all the evidence she needs to finish the case.",0.10717708447383634,/j0Qu5opplDTot70kMqVqzURFXHY.jpg,"[18, 80]",0.26110000000000005,"['love triangle', 'private investigator']"
1234731,Anaconda,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",0.1098224311531193,/5MDnvvkOqthhE5gQebzkcOhD1p5.jpg,"[12, 35, 27]",0.5944,"['snake', 'animal attack', 'amazon rainforest', 'film in film', 'jungle', 'reptile', 'anaconda', 'reboot', 'animal horror', 'meta']"
1013446,Reflection in a Dead Diamond,"When the mysterious woman in the room next door disappears, a debonair 70-year-old ex-spy living in a luxury hotel on the Côte d'Azur is confronted by the demons and darlings of a lurid past in which moviemaking, memories and madness collide.",0.10864665622969744,/5CdRxBu7jRDHjthkAL8vE0GdKUD.jpg,"[28, 53, 9648]",0.61,"['audacious', 'awestruck', 'exhilarated']"
803796,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",0.10871442536571342,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,"[14, 10402, 35, 16]",0.8132999999999999,"['double life', 'loyalty', 'supernatural', 'musical', 'female friendship', 'female protagonist', 'demon', 'self-doubt', 'girl power', 'duringcreditsstinger', 'demon hunter', 'girl group', 'boy band', 'fandom', 'k-pop', 'action comedy', 'found family', 'south korea', '3d animation', 'half demon', 'save the world', 'self-redemption', 'k-pop group', 'trio']"
798645,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",0.10492111652981286,/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,"[28, 53, 878]",0.68,"['based on novel or book', 'dark comedy', 'survival', 'on the run', 'television network', 'near future', 'malicious', 'depressing', 'mean spirited', 'dystopian future', 'dystopian sci-fi']"
1336189,Delivery Run,"A food delivery driver gets caught in a deadly chase in the icy Minnesota wilderness, pursued by a crazed snowplow driver for unknown reasons, facing life-threatening situations and forced to outsmart his relentless pursuer alone.",0.10151111462796804,/eCA5maHDlZtXNTtiLXenwnEw7tc.jpg,"[28, 53]",0.5683,"['winter', 'minnesota', 'wilderness', 'slacker', 'salesman', 'snow', 'pursuit', 'goldfish', 'driver', 'road rage', 'traveling salesman', 'american wilderness', 'woodlands', 'snow plow', 'winter storm', 'ice', 'vehicle', 'car', 'delivery driver']"
639988,No Other Choice,"Looking for a job? When a happy family man is dismissed after twenty-five years of loyal service at a paper company, he finds the perfect solution to land his next role: truly eliminate the competition.",0.10382584193847935,/vc2S0dvgpsM0XfSiXZDMVkRCSSU.jpg,"[80, 53, 35]",0.7769,"['based on novel or book', 'remake', 'unemployment', 'paper industry', 'unemployed', 'devoted family man', 'hilarious', 'black comedy']"
1433667,Merkin Penal,"Gary is falsely accused of beating his insane ex-girlfriend Charlotte, and he is sentenced to 30 days in Merkin Penal, a privately run prison. Once behind bars he runs into his old friend Smitty, who's in the 2nd year of his 9 month stay, due to a run in with the TSA. Smitty is ""insane Charlotte's"" older brother. Smitty and Gary met while Gary and Charlotte were an item. They are forever bonded together by their shared celebration of hatred for Charlotte. After a First Class, welcoming tour of the prison via Smitty, and a run-in with Emmett O'Donald, from upper Prison Management, Gary realizes his original sentence of 30 days was all Bulls@!t. He may never get out.",0.10402366513898843,/3bP7AyTuoT5mvBLeu8bLG1yFVN0.jpg,[35],0.0,"['prison', 'short film', 'comedy']"
1033462,Bureau 749,A traumatized young man with physical abnormalities is forced to join a mysterious bureau to confront a disaster spreading across the earth caused by an unknown creature. He embarks on an adventure uncovering mysteries about his life.,0.09219932195608366,/flykCMw22y6yv8vKnBjmsW3pneo.jpg,"[28, 12, 878]",0.6292,"['joyful', 'mezcla documental y ficción']"
1195518,The Unholy Trinity,"Set against the turbulent backdrop of 1870s Montana, in the moments before the execution of Isaac Broadway, he gives his estranged son, Henry, an impossible task: murder the man who framed him for a crime he didn’t commit. Intent on fulfilling his promise, Henry travels to the remote town of Trinity, where an unexpected turn of events traps him in town and leaves him caught between Gabriel Dove, the town’s upstanding new sheriff, and a mysterious figure named St. Christopher.",0.09409254874432214,/waU3o5qRPNA9bIC59DIsDppll11.jpg,"[37, 12, 80]",0.6402000000000001,"['montana', 'false accusations', '19th century', 'imminent execution', '1870s', 'independent film']"
1062722,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",0.09684640438705268,/g4JtvGlQO7DByTI6frUobqvSL3R.jpg,"[18, 14, 27]",0.77,"['monster', 'based on novel or book', 'supernatural', 'surgeon', 'mad scientist', 'reanimation', 'father son relationship', 'mother son relationship', 'frankenstein']"
1272837,28 Years Later: The Bone Temple,Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,0.09425550805404845,/kK1BGkG3KAvWB0WMV1DfOx9yTMZ.jpg,"[27, 53, 878]",0.54,"['england', 'post-apocalyptic future', 'sequel', 'survival', 'zombie', 'survival horror', 'zombie apocalypse', 'northumberland']"
1371185,Song Sung Blue,"Based on a true story, two down-on-their-luck musicians form a joyous Neil Diamond tribute band, proving it's never too late to find love and follow your dreams.",0.0942214276214855,/dXVGVz3sGLVnJf7tiJ9zDHqiqFX.jpg,"[18, 10402, 10749]",0.76,"['wisconsin', 'based on true story', 'based on movie', 'milwaukee wisconsin', 'tribute band', 'biographical drama', 'based on documentary']"
1317288,Marty Supreme,"In 1950s New York, table tennis player Marty Mauser, a young man with a dream no one respects, goes to Hell and back in pursuit of greatness.",0.09412173256301112,/firAhZA0uQvRL2slp7v3AnOj0ZX.jpg,"[18, 35]",0.8022,"['new york city', 'london, england', 'paris, france', 'cairo', 'capitalism', 'gas station', 'taxi driver', 'pregnancy', 'hustler', 'athens, greece', 'ping pong', 'car crash', 'brussels, belgium', 'spanking', 'shootout', 'jewish american', 'police chase', 'tokyo, japan', 'stabbing', 'pregnant woman', 'post world war ii', 'uncle nephew relationship', 'shoe salesman', 'scheming', '1950s', 'suite', 'abused wife', 'american businessman', 'table tennis', 'ensemble cast', 'sarajevo', 'exuberant', 'frustrated', 'sport']"
1218925,Chainsaw Man - The Movie: Reze Arc,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",0.0933118326282536,/pHyxb2RV5wLlboAwm9ZJ9qTVEDw.jpg,"[16, 28, 10749, 14]",0.8304,"['regret', 'fight', 'identity', 'supernatural', 'affectation', 'manipulation', 'secret organization', 'gore', 'sequel', 'loneliness', 'chainsaw', 'based on manga', 'demon', 'adult animation', 'tragic romance', 'shounen', 'anime', 'urban fantasy']"
1408208,Exit 8,"A man gets lost in an underground passage. He follows the ""guide"" through the passage, but one after another, strange things happen to him. Is this space real? Or an illusion? Will the man be able to escape the passage?",0.07743975255255586,/nQXYTvm6AY4WmtcPskroqC7Skh.jpg,"[27, 9648, 53]",0.609,"['based on video game', 'station', 'psychological', 'metro', 'psychological horror']"
1315303,Primate,"Lucy, a college student, along with her friends, spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a rabid animal, the group must fight for their lives in order to avoid the now-violent chimp.",0.08905569584898375,/z97hrgI5wbGbZvSVkBfAeBnFKAg.jpg,"[27, 53]",0.6400000000000001,"['hawaii', 'pet', 'animal attack', 'gore', 'monkey', 'survival horror', 'chimpanzee', 'rabies', 'primate', 'aggressive', 'mongoose', 'animal horror', 'pool party', 'malicious', 'pool', 'party', 'horror', 'intense', 'animal']"
967941,Wicked: For Good,"As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.",0.08854664387064401,/si9tolnefLSUKaqQEGz1bWArOaL.jpg,"[14, 12, 10749]",0.6715,"['witch', 'based on novel or book', 'musical', 'female friendship', 'based on play or musical', 'sequel', 'con artist', 'prequel', 'corrupt politician', 'governess', 'fantasy world', 'witch hunt', 'wizard', 'political corruption', 'illegitimate child', 'power struggle', 'woman in wheelchair', 'farm girl', 'munchkins', 'friends to rivals', 'interquel', 'forgiveness and reconciliation']"
575265,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",0.08589032877628332,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,"[28, 53, 12]",0.7198000000000001,"['mask', 'artificial intelligence (a.i.)', 'diving', 'submarine', 'espionage', 'spy', 'nuclear missile', 'fake identity', 'secret agent', 'stunt', 'sequel', 'secret government organization', 'infiltration', 'terrorist plot', 'fictional government agency', 'misinformation', 'government agency', 'based on tv series', 'suspenseful', 'barco', 'navio', 'submarino', 'inteligência artificial']"
911430,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,0.09016683546926896,/vqBmyAj0Xm9LnS1xe1MSlMAJyHq.jpg,"[28, 18]",0.78,"['comeback', 'racing', 'race car driver', 'sport competition', 'beforecreditsstinger', 'rookie', 'formula one (f1)', 'motorsport', 'inspirational', 'car racing', 'euphoric', 'exhilarated', 'sport']"
1387382,Hunting Season,"When a reclusive survivalist and his daughter rescue a mysterious, wounded woman from a river, they become entangled in a deadly web of violence and revenge, forcing them to confront a brutal criminal to survive.",0.08681774744401653,/cbryTyaWdqrKpQCw6K7zm2jrB5v.jpg,"[28, 18, 53]",0.7134,[]
