id,title,overview,popularity,poster,genre_ids,vote_avg
1223601,Sisu: Road to Revenge,"Returning to the house where his family was brutally murdered during the war, ‘the man who refuses to die’ dismantles it, loads it on a truck, and is determined to rebuild it somewhere safe in their honor. When the commander who killed his family comes back hellbent on finishing the job, a relentless, eye-popping cross-country chase ensues.",72.3056,/jNsttCWZyPtW66MjhUozBzVsRb7.jpg,"[28, 10752]",7.463
1196067,Worldbreaker,"Five years ago, a tear in the fabric of reality brought creatures to our world from an alternate dimension bent on our destruction. A father hides his daughter on an island to keep her safe while he prepares her for survival and the battles to come. But when the world is about to break, no place is safe.",69.6257,/7K8w6mdrJp0oaSoKWGyjSZ4Zv2z.jpg,"[878, 28, 27]",6.2
7451,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",73.31,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,"[28, 12, 53, 80, 18]",5.982
1205229,Night of the Zoopocalypse,A wolf and mountain lion team up when a meteor unleashes a virus turning zoo animals into zombies. They join forces with other survivors to rescue the zoo and stop the deranged mutant leader from spreading the virus.,72.9089,/nCejOVZcOxKS27nnbh28NKXOdXF.jpg,"[16, 35, 27, 12, 878]",6.577
1234731,Anaconda,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",65.7939,/5MDnvvkOqthhE5gQebzkcOhD1p5.jpg,"[12, 35, 27]",5.9
639988,No Other Choice,"Looking for a job? When a happy family man is dismissed after twenty-five years of loyal service at a paper company, he finds the perfect solution to land his next role: truly eliminate the competition.",63.0393,/vc2S0dvgpsM0XfSiXZDMVkRCSSU.jpg,"[80, 53, 35]",7.8
798645,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",62.3498,/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,"[28, 53, 878]",6.838
1054867,One Battle After Another,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",90.4131,/m1jFoahEbeQXtx4zArT2FKdbNIj.jpg,"[53, 80, 28]",7.4
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",65.5674,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,"[878, 28, 12]",7.901
967941,Wicked: For Good,"As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.",57.773,/si9tolnefLSUKaqQEGz1bWArOaL.jpg,"[14, 12, 10749]",6.7
803796,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",62.9449,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,"[14, 10402, 35, 16]",8.135
1408208,Exit 8,"A man gets lost in an underground passage. He follows the ""guide"" through the passage, but one after another, strange things happen to him. Is this space real? Or an illusion? Will the man be able to escape the passage?",58.6296,/nQXYTvm6AY4WmtcPskroqC7Skh.jpg,"[27, 9648, 53]",6.072
1336189,Delivery Run,"A food delivery driver gets caught in a deadly chase in the icy Minnesota wilderness, pursued by a crazed snowplow driver for unknown reasons, facing life-threatening situations and forced to outsmart his relentless pursuer alone.",61.5386,/eCA5maHDlZtXNTtiLXenwnEw7tc.jpg,"[28, 53]",5.69
1195518,The Unholy Trinity,"Set against the turbulent backdrop of 1870s Montana, in the moments before the execution of Isaac Broadway, he gives his estranged son, Henry, an impossible task: murder the man who framed him for a crime he didn’t commit. Intent on fulfilling his promise, Henry travels to the remote town of Trinity, where an unexpected turn of events traps him in town and leaves him caught between Gabriel Dove, the town’s upstanding new sheriff, and a mysterious figure named St. Christopher.",57.0028,/waU3o5qRPNA9bIC59DIsDppll11.jpg,"[37, 12, 80]",6.406
1013446,Reflection in a Dead Diamond,"When the mysterious woman in the room next door disappears, a debonair 70-year-old ex-spy living in a luxury hotel on the Côte d'Azur is confronted by the demons and darlings of a lurid past in which moviemaking, memories and madness collide.",61.909,/5CdRxBu7jRDHjthkAL8vE0GdKUD.jpg,"[28, 53, 9648]",6.1
840464,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",65.2692,/z2tqCJLsw6uEJ8nJV8BsQXGa3dr.jpg,"[28, 12, 53, 878]",6.952
1387382,Hunting Season,"When a reclusive survivalist and his daughter rescue a mysterious, wounded woman from a river, they become entangled in a deadly web of violence and revenge, forcing them to confront a brutal criminal to survive.",53.2741,/cbryTyaWdqrKpQCw6K7zm2jrB5v.jpg,"[28, 18, 53]",7.107
1062722,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",56.0513,/g4JtvGlQO7DByTI6frUobqvSL3R.jpg,"[18, 14, 27]",7.694
1090983,The Beldham,"At the edge of postpartum psychosis, new mother Harper moves in with her own mother at their family's rural farmhouse. Soon she finds herself hunted by a threatening monster who has designs on her child.",46.6285,/suY2CNfGwq3kccMZuMA1sXAcNXm.jpg,[27],5.462
812583,Wake Up Dead Man: A Knives Out Mystery,"When young priest Jud Duplenticy is sent to assist charismatic firebrand Monsignor Jefferson Wicks, it’s clear that all is not well in the pews. After a sudden and seemingly impossible murder rocks the town, the lack of an obvious suspect prompts local police chief Geraldine Scott to join forces with renowned detective Benoit Blanc to unravel a mystery that defies all logic.",48.1733,/qCOGGi8JBVEZMc3DVby8rUivyXz.jpg,"[53, 9648, 35]",7.209
1218925,Chainsaw Man - The Movie: Reze Arc,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",53.5605,/pHyxb2RV5wLlboAwm9ZJ9qTVEDw.jpg,"[16, 28, 10749, 14]",8.302
1033462,Bureau 749,A traumatized young man with physical abnormalities is forced to join a mysterious bureau to confront a disaster spreading across the earth caused by an unknown creature. He embarks on an adventure uncovering mysteries about his life.,54.3116,/flykCMw22y6yv8vKnBjmsW3pneo.jpg,"[28, 12, 878]",6.239
1315303,Primate,"Lucy, a college student, along with her friends, spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a rabid animal, the group must fight for their lives in order to avoid the now-violent chimp.",51.8418,/5Q1zdYe9PYEXMGELzjfjyx8Eb7H.jpg,"[27, 53]",6.34
575265,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",50.3639,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,"[28, 53, 12]",7.2
2757,Adaptation.,"Charlie Kaufman is a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",30.9201,/ffEmHQAiD0m5dEQ6rlsuA9vlllW.jpg,"[35, 80, 18]",7.343
269149,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",45.3455,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,"[16, 12, 10751, 35]",7.757
756397,Hitpig!,"A porcine bounty hunter accepts his next hit: Pickles, a naive, ebullient elephant. Though he initially sets out to capture the perky pachyderm, the unlikely pair find themselves crisscrossing the globe on an adventure that brings out the best in both of them.",42.3047,/bYa20LYAZ3Q7lKXtLYybo0yWWTN.jpg,"[16, 35, 12, 10751]",6.758
1234821,Jurassic World Rebirth,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",43.9632,/1RICxzeoNCAO5NpcRMIgg1XT6fm.jpg,"[878, 12, 28]",6.356
157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,48.0085,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,"[12, 18, 878]",8.465
980477,Ne Zha 2,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",47.8659,/cb5NyNrqiCNNoDkA8FfxHAtypdG.jpg,"[16, 14, 12, 28]",8.1
911430,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,47.4948,/vqBmyAj0Xm9LnS1xe1MSlMAJyHq.jpg,"[28, 18]",7.794
1317288,Marty Supreme,"In 1950s New York, table tennis player Marty Mauser, a young man with a dream no one respects, goes to Hell and back in pursuit of greatness.",47.5445,/firAhZA0uQvRL2slp7v3AnOj0ZX.jpg,"[18, 35]",8.0
1083637,Kantara - A Legend: Chapter 1,"During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.",47.2605,/ehQPboTPaIMkMUOoNOh8e7pZ5Rp.jpg,"[28, 18, 14]",7.017
1180831,Troll 2,"When a dangerous new troll unleashes devastation across their homeland, Nora, Andreas and Major Kris embark on their most perilous mission yet.",45.8502,/p6xAExLNFbHcLfvSuvLPoM8aqZU.jpg,"[28, 14, 53]",6.588
617126,The Fantastic 4: First Steps,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",45.1968,/abqOz6EL3yXyOOafCPZxjL1M5bQ.jpg,"[878, 12, 28]",6.996
1022453,The Rajasaab,"A young heir embraces both his royal heritage and rebellious spirit as he rises to power, establishing unprecedented rules during his reign as Raja Saab.",44.9243,/nvK6gYa4diCnQkDVN42uoYXPrdT.jpg,"[35, 27, 14]",7.2
1246049,Dracula,"When a 15th-century prince denounces God after the devastating loss of his wife, he inherits an eternal curse: he becomes Dracula. Condemned to wander the centuries, he defies fate and death itself, guided by a single hope — to be reunited with his lost love.",43.8022,/ykyRfv7JDofLxXLAwtLXaSuaFfM.jpg,"[27, 14, 10749]",7.1
1363123,The Family Plan 2,"Now that Dan's assassin days are behind him, all he wants for Christmas is quality time with his kids. But when he learns his daughter has her own plans, he books a family trip to London—putting them all in the crosshairs of an unexpected enemy.",42.5009,/semFxuYx6HcrkZzslgAkBqfJvZk.jpg,"[28, 35]",6.554
1102493,Small Things Like These,"In 1985, while working as a coal merchant to support his family, Bill Furlong discovers disturbing secrets kept by the local convent and uncovers truths of his own; forcing him to confront his past and the complicit silence of a small Irish town controlled by the Catholic Church.",42.4755,/rdcO38cbWFg002nXg5QYtk7Tz4L.jpg,"[18, 36]",6.682
1403735,Laila,"Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot",42.3937,/aFogllaRGlAhk1nqvVGFpZpl4qU.jpg,"[35, 10749]",5.2
701387,Bugonia,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",41.6547,/oxgsAQDAAxA92mFGYCZllgWkH9J.jpg,"[878, 80]",7.392
1010581,My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",41.5292,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,"[18, 10749, 53]",7.762
1291608,Dhurandhar,"After the hijacking of IC-814 in 1999 and the Parliament attack in 2001, India’s Intelligence Bureau Chief, Ajay Sanyal, devises an indomitable mission to intrude and rupture the terrorist network in Pakistan, by infiltrating the underworld mafia of Karachi with the help of a 20-year-old boy from Punjab, held captive for a revenge crime.",40.9121,/84vTL97U8FKRNIK6mgc6jXyqyJk.jpg,"[28, 53]",6.6
1087192,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",40.584,/q5pXRYTycaeW6dEgsCrd4mYPmxM.jpg,"[14, 10751, 28, 12]",7.964
1448560,Wildcat,An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.,40.4513,/h893ImjM6Fsv5DFhKJdlZFZIJno.jpg,"[28, 53, 80]",5.904
991494,The SpongeBob Movie: Search for SquarePants,"Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to the deepest depths of the deep sea, where no Sponge has gone before.",39.8341,/pDWYW9v8fmJdA7N0I1MOdQA3ETq.jpg,"[16, 10751, 35, 12]",6.7
